"DateTimePST","DateTimeUTC","Stage","WT","YI","VB","WTmn","WTmx","WTvr","TW","LSU","TS_slot","TS_smp_code","TS_thr_code","IBatt","ISolar","Stg_Qual","TBatt","VLoad","VSolar","file_name"
2020-04-18 07:15:00,2020-04-18 15:15:00,0.24,3,0.6,12.5,1,19,8,1.6,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 07:30:00,2020-04-18 15:30:00,0.25,2,0.6,12.5,1,8,1.6,1.6,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 07:45:00,2020-04-18 15:45:00,0.24,3,0.8,12.5,1,15,3.1,1.6,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 08:00:00,2020-04-18 16:00:00,0.24,2,0.8,12.5,1,21,7.4,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 08:15:00,2020-04-18 16:15:00,0.25,2,0.8,12.5,1,11,2.8,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 08:30:00,2020-04-18 16:30:00,0.24,2,0.9,12.5,1,18,5.6,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 08:45:00,2020-04-18 16:45:00,0.24,3,0.9,12.5,1,23,8.3,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 09:00:00,2020-04-18 17:00:00,0.24,3,1.1,12.5,2,9,2,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 09:15:00,2020-04-18 17:15:00,0.24,3,1.1,12.5,1,16,4.6,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 09:30:00,2020-04-18 17:30:00,0.24,3,1.1,12.5,1,13,4.2,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 09:45:00,2020-04-18 17:45:00,0.24,2,1.1,12.5,1,17,3.6,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 10:00:00,2020-04-18 18:00:00,0.24,3,1.3,12.5,1,17,3.6,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 10:15:00,2020-04-18 18:15:00,0.24,2,1.5,12.5,1,11,2.6,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 10:30:00,2020-04-18 18:30:00,0.24,3,1.5,12.5,1,17,5.7,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 10:45:00,2020-04-18 18:45:00,0.24,3,1.8,12.5,1,14,5.6,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 11:00:00,2020-04-18 19:00:00,0.24,3,2,12.5,1,23,9.5,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 11:15:00,2020-04-18 19:15:00,0.24,3,2.2,12.5,1,30,14.1,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 11:30:00,2020-04-18 19:30:00,0.24,2,2.3,12.5,1,14,4.8,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 11:45:00,2020-04-18 19:45:00,0.23,3,2.7,12.5,2,31,18.6,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 12:00:00,2020-04-18 20:00:00,0.25,3,2.7,12.5,1,47,24.3,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 12:15:00,2020-04-18 20:15:00,0.25,3,2.9,12.5,1,70,52,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 12:30:00,2020-04-18 20:30:00,0.24,3,2.7,12.5,1,22,10.9,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 12:45:00,2020-04-18 20:45:00,0.24,3,2.7,12.5,2,333,1483.5,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 13:00:00,2020-04-18 21:00:00,0.24,3,2.5,12.5,2,27,7.3,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 13:15:00,2020-04-18 21:15:00,0.25,3,2.3,12.5,2,31,11,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 13:30:00,2020-04-18 21:30:00,0.25,3,2.3,12.5,2,26,9.5,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 13:45:00,2020-04-18 21:45:00,0.25,3,2.2,12.5,2,42,21.3,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 14:00:00,2020-04-18 22:00:00,0.25,3,2.2,12.5,2,17,5.6,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 14:15:00,2020-04-18 22:15:00,0.24,3,2.2,12.5,2,23,5.7,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 14:30:00,2020-04-18 22:30:00,0.25,3,2,12.5,2,22,9.4,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 14:45:00,2020-04-18 22:45:00,0.25,3,1.8,12.5,2,14,3.7,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 15:00:00,2020-04-18 23:00:00,0.25,3,2,12.5,2,52,37.3,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 15:15:00,2020-04-18 23:15:00,0.25,3,1.8,12.5,2,67,55.3,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 15:30:00,2020-04-18 23:30:00,0.25,3,1.8,12.5,1,14,3.7,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 15:45:00,2020-04-18 23:45:00,0.25,3,2,12.5,2,22,8.3,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 16:00:00,2020-04-19 00:00:00,0.25,3,2.2,12.5,2,34,15.9,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 16:15:00,2020-04-19 00:15:00,0.25,3,2.2,12.5,2,13,4.4,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 16:30:00,2020-04-19 00:30:00,0.25,3,2.2,12.5,2,7,1.2,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 16:45:00,2020-04-19 00:45:00,0.25,3,2.2,12.5,2,11,3.1,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 17:00:00,2020-04-19 01:00:00,0.25,3,2,12.5,2,16,6.3,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 17:15:00,2020-04-19 01:15:00,0.25,3,2,12.5,2,36,18.2,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 17:30:00,2020-04-19 01:30:00,0.25,3,1.8,12.5,2,24,10,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 17:45:00,2020-04-19 01:45:00,0.25,3,1.8,12.5,2,34,18.2,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 18:00:00,2020-04-19 02:00:00,0.22,3,1.6,12.5,2,14,3.2,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 18:15:00,2020-04-19 02:15:00,0.25,3,1.6,12.5,2,14,6.4,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 18:30:00,2020-04-19 02:30:00,0.26,3,1.5,12.5,1,21,6.3,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 18:45:00,2020-04-19 02:45:00,0.25,3,1.5,12.5,2,14,3.3,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 19:00:00,2020-04-19 03:00:00,0.25,3,1.3,12.5,2,22,8.7,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 19:15:00,2020-04-19 03:15:00,0.25,3,1.1,12.5,2,17,6.9,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 19:30:00,2020-04-19 03:30:00,0.25,3,0.9,12.5,1,22,7.1,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 19:45:00,2020-04-19 03:45:00,0.25,3,0.9,12.5,2,19,7.3,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 20:00:00,2020-04-19 04:00:00,0.25,3,0.8,12.5,2,26,8.1,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 20:15:00,2020-04-19 04:15:00,0.25,3,0.9,12.5,1,40,21.4,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 20:30:00,2020-04-19 04:30:00,0.25,3,0.8,12.5,1,32,12.9,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 20:45:00,2020-04-19 04:45:00,0.25,3,0.6,12.5,2,47,32.8,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 21:00:00,2020-04-19 05:00:00,0.25,3,0.8,12.5,1,30,13.2,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 21:15:00,2020-04-19 05:15:00,0.25,3,0.6,12.5,2,34,13.3,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 21:30:00,2020-04-19 05:30:00,0.25,3,0.4,12.5,2,25,15,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 21:45:00,2020-04-19 05:45:00,0.25,3,0.4,12.5,1,40,20,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 22:00:00,2020-04-19 06:00:00,0.25,3,0.4,12.5,1,35,14.4,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 22:15:00,2020-04-19 06:15:00,0.25,4,0.2,12.5,2,26,26.3,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 22:30:00,2020-04-19 06:30:00,0.25,3,0.2,12.5,1,25,9.6,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 22:45:00,2020-04-19 06:45:00,0.24,3,0.2,12.5,2,11,2.9,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 23:00:00,2020-04-19 07:00:00,0.25,3,0.1,12.5,2,9,2,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 23:15:00,2020-04-19 07:15:00,0.25,3,-0.1,12.5,1,11,3.7,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 23:30:00,2020-04-19 07:30:00,0.25,3,-0.1,12.5,1,46,25.8,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-18 23:45:00,2020-04-19 07:45:00,0.25,3,-0.1,12.5,2,36,34.2,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 00:00:00,2020-04-19 08:00:00,0.25,3,-0.1,12.5,1,34,12.3,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 00:15:00,2020-04-19 08:15:00,0.25,3,-0.3,12.5,2,9,1.9,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 00:30:00,2020-04-19 08:30:00,0.25,3,-0.3,12.5,1,21,8.5,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 00:45:00,2020-04-19 08:45:00,0.25,3,-0.3,12.5,1,11,3.9,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 01:00:00,2020-04-19 09:00:00,0.26,3,-0.1,12.5,2,55,34.1,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 01:15:00,2020-04-19 09:15:00,0.25,3,-0.3,12.5,1,18,5.3,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 01:30:00,2020-04-19 09:30:00,0.26,4,-0.3,12.5,2,22,11.5,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 01:45:00,2020-04-19 09:45:00,0.25,3,-0.3,12.5,1,39,19.1,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 02:00:00,2020-04-19 10:00:00,0.25,3,-0.3,12.5,2,10,2.1,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 02:15:00,2020-04-19 10:15:00,0.25,3,-0.3,12.5,1,35,16.3,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 02:30:00,2020-04-19 10:30:00,0.25,3,-0.5,12.5,1,47,30,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 02:45:00,2020-04-19 10:45:00,0.25,3,-0.5,12.5,1,43,26,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 03:00:00,2020-04-19 11:00:00,0.24,3,-0.5,12.5,1,13,3.2,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 03:15:00,2020-04-19 11:15:00,0.25,3,-0.5,12.5,1,18,6.9,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 03:30:00,2020-04-19 11:30:00,0.25,3,-0.5,12.5,2,7,1.2,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 03:45:00,2020-04-19 11:45:00,0.26,3,-0.5,12.5,1,8,2.2,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 04:00:00,2020-04-19 12:00:00,0.25,3,-0.5,12.5,2,60,38.7,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 04:15:00,2020-04-19 12:15:00,0.25,3,-0.5,12.5,2,12,4.2,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 04:30:00,2020-04-19 12:30:00,0.25,3,-0.5,12.5,1,17,8.3,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 04:45:00,2020-04-19 12:45:00,0.25,3,-0.5,12.5,2,21,6.9,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 05:00:00,2020-04-19 13:00:00,0.25,3,-0.5,12.5,1,21,6.7,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 05:15:00,2020-04-19 13:15:00,0.25,3,-0.5,12.5,2,14,3.9,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 05:30:00,2020-04-19 13:30:00,0.25,3,-0.6,12.5,1,27,10.5,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 05:45:00,2020-04-19 13:45:00,0.25,3,-0.5,12.5,2,11,2.2,1.6,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 06:00:00,2020-04-19 14:00:00,0.25,3,-0.5,12.5,1,25,12.2,1.6,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 06:15:00,2020-04-19 14:15:00,0.25,3,-0.6,12.5,1,24,9.8,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 06:30:00,2020-04-19 14:30:00,0.25,3,-0.6,12.5,2,17,6,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 06:45:00,2020-04-19 14:45:00,0.26,3,-0.6,12.5,2,16,4.8,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 07:00:00,2020-04-19 15:00:00,0.25,3,-0.5,12.5,2,30,14.5,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 07:15:00,2020-04-19 15:15:00,0.25,2,-0.3,12.5,1,11,1.8,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 07:30:00,2020-04-19 15:30:00,0.25,3,-0.1,12.5,2,18,4.9,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 07:45:00,2020-04-19 15:45:00,0.25,3,-0.1,12.5,1,27,11.1,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 08:00:00,2020-04-19 16:00:00,0.25,3,0.2,12.5,2,23,7.6,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 08:15:00,2020-04-19 16:15:00,0.26,3,0.4,12.5,2,18,4.7,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 08:30:00,2020-04-19 16:30:00,0.25,3,0.4,12.5,2,25,11.9,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 08:45:00,2020-04-19 16:45:00,0.25,3,0.8,12.5,2,40,28.5,1.7,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 09:00:00,2020-04-19 17:00:00,0.25,3,1.1,12.5,1,28,12.8,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 09:15:00,2020-04-19 17:15:00,0.25,3,1.1,12.5,2,24,12.5,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 09:30:00,2020-04-19 17:30:00,0.25,3,1.3,12.5,1,42,19.9,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 09:45:00,2020-04-19 17:45:00,0.25,3,1.3,12.5,2,13,2.6,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 10:00:00,2020-04-19 18:00:00,0.25,3,1.6,12.5,1,88,78.8,1.8,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 10:15:00,2020-04-19 18:15:00,0.25,3,1.6,12.5,1,37,33.4,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 10:30:00,2020-04-19 18:30:00,0.25,3,1.8,12.5,2,9,1.8,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 10:45:00,2020-04-19 18:45:00,0.25,3,2,12.5,1,30,16.3,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 11:00:00,2020-04-19 19:00:00,0.25,3,2.2,12.5,2,13,3.5,1.9,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 11:15:00,2020-04-19 19:15:00,0.26,3,2.2,12.5,2,9,2.2,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 11:30:00,2020-04-19 19:30:00,0.25,3,2.3,12.5,2,20,5.4,2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 11:45:00,2020-04-19 19:45:00,0.25,3,2.7,12.5,2,16,7,2.1,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 12:00:00,2020-04-19 20:00:00,0.25,3,3,12.5,2,38,20.4,2.1,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 12:15:00,2020-04-19 20:15:00,0.26,3,3.5,12.5,2,23,7.4,2.2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 12:30:00,2020-04-19 20:30:00,0.25,3,3.7,12.5,1,20,9.3,2.2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 12:45:00,2020-04-19 20:45:00,0.25,3,4.1,12.5,2,11,3.4,2.2,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 13:00:00,2020-04-19 21:00:00,0.24,3,4.8,12.5,2,15,3.7,2.3,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 13:15:00,2020-04-19 21:15:00,0.26,4,5.3,12.5,2,17,5.7,2.3,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 13:30:00,2020-04-19 21:30:00,0.25,3,5.5,12.5,2,12,4,2.3,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 13:45:00,2020-04-19 21:45:00,0.26,3,5.3,12.5,2,28,9.6,2.4,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 14:00:00,2020-04-19 22:00:00,0.25,3,5.1,12.5,2,19,4.4,2.4,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 14:15:00,2020-04-19 22:15:00,0.26,4,4.8,12.5,2,57,42.4,2.4,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 14:30:00,2020-04-19 22:30:00,0.25,4,4.6,12.5,3,67,72.7,2.4,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
2020-04-19 14:45:00,2020-04-19 22:45:00,0.26,4,4.2,12.5,2,17,5.9,2.4,5,0,0,1,NA,NA,NA,NA,NA,NA,"TRIPPSKNOB_W-2020-5-30-18-17-47.csv"
